# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = binary_model
# start_datetime = 2026-04-29 08:16:29 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_binary.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_161628/binary/binary-202604291616-3-7b9034.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_161628/binary/binary-profile-202604291616-3-5085d6.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=binary_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_trt,odds_ratio
# Adaptation terminated
# Step size = 0.752447
# Diagonal elements of inverse mass matrix:
# 0.013406, 0.0344156
-284.57993,0.99972327,0.75244742,2,7,0,284.87054,0.071620878,-0.83988862,0.43175861
-284.25301,0.71107019,0.75244742,2,3,0,286.50577,0.13471315,-1.1201822,0.32622037
-284.13812,0.99940694,0.75244742,3,7,0,284.2816,0.066221172,-1.0084174,0.36479586
-284.56468,0.9002117,0.75244742,1,3,0,284.60333,0.035340417,-1.0968191,0.33393159
-284.2556,0.99822717,0.75244742,1,3,0,284.70678,0.11148005,-1.1160152,0.32758253
-285.0123,0.85138105,0.75244742,2,3,0,285.78478,0.23443276,-1.2696304,0.28093543
-284.21759,0.98027372,0.75244742,2,7,0,285.52496,0.072277177,-0.9238618,0.39698301
-284.2059,0.99772461,0.75244742,2,3,0,284.26078,0.046474204,-1.0112087,0.36377901
-284.57397,0.8912668,0.75244742,1,3,0,284.81199,0.12687885,-0.9016491,0.40589974
-284.23561,0.83684283,0.75244742,2,3,0,285.51339,0.10774878,-0.95310104,0.38554358
-284.79594,0.87919081,0.75244742,1,3,0,284.82174,0.15997593,-0.91654998,0.39989631
-284.97225,1,0.75244742,2,3,0,285.20805,-0.059891319,-0.95364311,0.38533465
-286.9659,0.88341651,0.75244742,2,3,0,287.28086,-0.18021875,-0.91690334,0.39975503
-285.69598,0.82140067,0.75244742,2,3,0,287.7113,-0.042615517,-0.64988641,0.52210508
-286.03278,0.65670121,0.75244742,2,3,0,287.25345,-0.13800553,-0.90903821,0.40291155
-284.74151,0.99656286,0.75244742,2,7,0,285.95739,0.16631365,-0.93641096,0.39203233
-286.38362,0.7231595,0.75244742,3,7,0,287.97494,0.070345569,-0.65425002,0.51983178
-288.83477,0.81904258,0.75244742,2,3,0,289.12379,-0.18213099,-1.1072289,0.33047346
-284.60285,1,0.75244742,2,3,0,287.94661,-0.034702017,-0.87747312,0.41583234
-284.83294,0.84566313,0.75244742,2,3,0,285.3144,0.11510757,-0.84708603,0.42866222
-286.35996,0.6874297,0.75244742,2,3,0,287.29704,-0.10728026,-1.0526385,0.34901565
-289.41547,0.43994727,0.75244742,1,1,0,289.58456,-0.1780988,-1.1595645,0.31362272
-285.94542,0.98547406,0.75244742,2,7,0,289.26062,0.2852465,-1.0257721,0.35851956
-285.85219,0.99709675,0.75244742,3,7,0,286.98069,0.063967735,-0.69035355,0.50139877
-284.32154,0.97062745,0.75244742,3,7,0,286.21979,0.1525886,-1.0081544,0.36489181
-285.10412,0.77796185,0.75244742,2,3,0,285.92502,0.1030857,-1.2574774,0.28437047
-284.57056,0.9479395,0.75244742,2,7,0,287.73432,-0.022110626,-0.9586493,0.38341041
-284.30936,1,0.75244742,2,3,0,284.6083,0.12833439,-0.96194156,0.3821502
-284.14695,0.949317,0.75244742,2,3,0,284.60581,0.096071229,-0.97679532,0.37651578
-284.12829,1,0.75244742,2,3,0,284.14318,0.071275943,-1.0086753,0.3647018
-284.85244,0.92847625,0.75244742,2,3,0,284.99805,-0.017555557,-0.76499985,0.465334
-286.12767,0.91040427,0.75244742,2,3,0,286.33071,-0.13186802,-0.63548819,0.52967684
-284.43631,0.93541537,0.75244742,1,3,0,287.52944,0.015551193,-0.84930171,0.4277135
-284.19165,0.9878237,0.75244742,2,3,0,284.56797,0.042183498,-0.94460961,0.38883134
-284.20411,0.96883705,0.75244742,2,7,0,284.77955,0.13429398,-1.0177094,0.36142188
-284.267,0.99268768,0.75244742,2,3,0,284.27231,0.092637727,-1.105399,0.33107874
-285.41639,0.83888558,0.75244742,2,3,0,285.50548,0.064258584,-1.2523208,0.28584065
-286.27843,0.94416676,0.75244742,2,3,0,286.57607,0.32044182,-1.0811835,0.33919387
-287.00445,0.83944813,0.75244742,2,7,0,287.97677,0.29297851,-0.92908553,0.39491468
-284.78311,1,0.75244742,2,3,0,286.79674,-0.0074241755,-1.0570231,0.34748873
-285.76517,0.82032395,0.75244742,1,3,0,286.07257,-0.003677881,-1.1945273,0.30284707
-284.14687,0.95413245,0.75244742,2,3,0,286.05953,0.062255407,-0.96145033,0.38233797
-285.7367,0.85322373,0.75244742,2,3,0,286.07962,-0.062064566,-0.64571604,0.524287
-286.17372,0.97579145,0.75244742,2,3,0,286.43792,-0.15645999,-0.6778499,0.50770744
-285.78128,0.89300636,0.75244742,2,3,0,286.87851,-0.022705077,-0.64485322,0.52473956
-285.8147,1,0.75244742,1,1,0,286.04549,-0.039100274,-0.63771148,0.52850052
-286.93937,0.76890628,0.75244742,3,7,0,287.71506,0.12569419,-1.4434635,0.23610859
-284.87211,1,0.75244742,2,3,0,286.68398,0.24487248,-1.1556952,0.31483857
-285.03918,0.66608933,0.75244742,2,3,0,287.25702,0.20534371,-0.96516548,0.38092016
-285.28891,0.96840958,0.75244742,2,3,0,286.01772,0.22957849,-1.3255116,0.265667
-286.89458,0.69094819,0.75244742,2,3,0,287.37013,0.3804433,-1.2163618,0.29630622
-285.94163,0.8451914,0.75244742,2,3,0,287.59929,0.2378339,-1.4094106,0.24428721
-287.31565,0.65811326,0.75244742,3,7,0,289.08522,-0.10496255,-1.1524627,0.31585795
-286.25455,1,0.75244742,2,3,0,287.44369,0.27227384,-0.95662356,0.38418788
-285.75588,1,0.75244742,2,3,0,286.34806,0.045059487,-1.263101,0.28277578
-285.52149,1,0.75244742,2,3,0,285.89109,0.2612214,-1.0241604,0.35909785
-284.39415,0.99701759,0.75244742,3,7,0,285.67451,0.084689519,-1.1296441,0.32314825
-284.29239,1,0.75244742,2,3,0,284.41624,0.14486705,-1.0006387,0.36764456
-285.29688,0.65458857,0.75244742,2,3,0,286.70717,-0.031809729,-1.0887216,0.3366466
-284.40694,0.97476683,0.75244742,2,5,0,285.7447,0.18485425,-1.1277393,0.32376437
-286.30731,0.49178474,0.75244742,2,3,0,287.26747,-0.03526569,-1.1946374,0.30281375
-284.64411,1,0.75244742,1,1,0,285.8563,0.020359193,-1.0859785,0.33757131
-284.1624,0.93993915,0.75244742,2,3,0,285.05618,0.060895315,-1.0181197,0.3612736
-284.1624,0.86502901,0.75244742,1,3,0,284.61751,0.060895315,-1.0181197,0.3612736
-284.46228,0.91194212,0.75244742,1,3,0,284.62767,0.13236457,-0.93102416,0.39414983
-284.55152,0.98445352,0.75244742,2,7,0,284.83479,0.089453109,-0.8607141,0.42286001
-284.44833,1,0.75244742,1,1,0,284.58948,0.086086414,-0.87621263,0.41635683
