# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = survival_model
# start_datetime = 2026-04-29 08:16:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_survival.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_161628/survival/survival-202604291616-3-567254.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_161628/survival/survival-profile-202604291616-3-95ab74.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=survival_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha.1,alpha.2,alpha.3,alpha.4,alpha.5,alpha.6,beta_trt,hazard_ratio
# Adaptation terminated
# Step size = 0.54296
# Diagonal elements of inverse mass matrix:
# 0.00525794, 0.0141047, 0.0541604, 0.0747685, 0.105625, 0.690581, 0.013312
-851.62741,0.92315224,0.54295977,2,7,0,854.0675,-1.7722958,-1.5269705,-1.4479915,-1.2328621,-0.75335792,-1.7985899,-0.91225737,0.4016166
-850.40097,1,0.54295977,3,7,0,854.10436,-1.5813481,-1.3442072,-1.914005,-1.2416368,-0.53969799,-0.88171589,-0.76813566,0.46387709
-850.64369,1,0.54295977,3,7,0,852.14819,-1.6777273,-1.3954542,-1.5485863,-0.84362237,-0.90570011,-1.2659072,-1.0267709,0.35816164
-849.46044,0.99525031,0.54295977,3,7,0,852.34853,-1.5494293,-1.4471418,-1.7212408,-1.0071449,-0.67040684,-1.7139525,-0.88759601,0.41164415
-853.27309,0.8891632,0.54295977,3,7,0,854.20786,-1.4622816,-1.4780941,-1.7906104,-1.283718,-0.73208176,-2.5258946,-0.9079596,0.40334637
-848.95778,0.9164413,0.54295977,3,7,0,857.56722,-1.6027439,-1.4457718,-1.8489127,-1.5314397,-0.65746471,-1.8826988,-0.84952768,0.42761686
-849.35669,0.99193728,0.54295977,3,7,0,850.55401,-1.6621868,-1.4118117,-1.5161941,-1.0355237,-1.1466009,-2.1855677,-0.87091629,0.41856785
-849.10726,0.88961462,0.54295977,3,7,0,854.18799,-1.7226016,-1.4857996,-1.7300479,-1.1495077,-0.84852556,-2.332946,-0.80970108,0.44499106
-851.65505,0.8296086,0.54295977,2,3,0,852.54109,-1.7545604,-1.4953521,-1.7926185,-0.99876605,-1.0348154,-2.6717711,-0.86285841,0.42195424
