# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = continuous_model
# start_datetime = 2026-04-29 08:18:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_continuous.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_161807/continuous/continuous-202604291618-4-541368.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_161807/continuous/continuous-profile-202604291618-4-63bfea.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=continuous_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_trt,sigma,mean_difference
# Adaptation terminated
# Step size = 0.498499
# Diagonal elements of inverse mass matrix:
# 0.304674, 0.698779, 0.00119758
-1560.7003,0.93266566,0.49849897,3,7,0,1561.3509,63.168768,-9.5861494,8.8151551,-9.5861494
-1560.102,0.96711222,0.49849897,2,7,0,1561.5998,63.527149,-9.1133203,8.883337,-9.1133203
-1558.9904,0.99718112,0.49849897,3,7,0,1562.0078,62.92882,-7.7153275,8.5598481,-7.7153275
-1558.9032,0.88305271,0.49849897,2,7,0,1560.677,62.598327,-8.3934034,8.4352378,-8.3934034
-1558.2388,0.86219691,0.49849897,2,7,0,1560.7864,63.243545,-8.1105252,8.3652364,-8.1105252
-1558.3128,0.9557011,0.49849897,2,7,0,1559.1673,63.366994,-8.3135831,8.0849761,-8.3135831
-1558.5272,0.96634381,0.49849897,2,7,0,1559.9885,63.466718,-8.9766333,8.6005607,-8.9766333
-1558.3149,0.97712158,0.49849897,2,7,0,1559.1746,63.741817,-8.8410208,8.2773126,-8.8410208
-1558.5915,0.97673352,0.49849897,2,3,0,1558.8302,63.397775,-9.5027046,8.1104566,-9.5027046
-1560.6306,0.85794901,0.49849897,2,7,0,1560.9975,63.741693,-8.2071149,7.8703965,-8.2071149
-1559.5644,0.99305125,0.49849897,2,3,0,1561.6195,63.108594,-8.4180705,7.7715287,-8.4180705
-1559.7033,0.72250855,0.49849897,2,7,0,1562.9278,62.912126,-9.273889,8.0142285,-9.273889
-1559.6304,0.99792039,0.49849897,2,7,0,1560.0757,63.883701,-8.406822,8.1797928,-8.406822
-1559.542,0.98649052,0.49849897,2,7,0,1560.5419,62.71022,-8.8316517,8.0065345,-8.8316517
-1558.2939,0.90959153,0.49849897,2,7,0,1561.36,63.424722,-8.6799016,8.0045724,-8.6799016
-1557.8453,1,0.49849897,2,3,0,1558.288,63.137662,-8.7401287,8.2277232,-8.7401287
-1558.0448,0.9795933,0.49849897,3,7,0,1558.7544,63.147434,-8.7888326,8.4432154,-8.7888326
-1557.8677,0.95606852,0.49849897,2,5,0,1558.4602,63.213067,-8.5853635,8.1426976,-8.5853635
-1559.1559,0.93365322,0.49849897,2,7,0,1559.4151,63.553957,-9.0097347,8.7239999,-9.0097347
-1560.0207,0.94199338,0.49849897,2,3,0,1560.2742,63.225792,-9.3243642,8.8092199,-9.3243642
-1563.5675,0.69850634,0.49849897,3,7,0,1566.7629,63.226038,-6.5784189,8.4673106,-6.5784189
-1558.8381,1,0.49849897,2,3,0,1563.2572,62.593554,-7.607984,8.2710777,-7.607984
-1558.3647,0.89431957,0.49849897,2,7,0,1561.3995,62.802832,-8.5731388,8.3606183,-8.5731388
-1558.0357,0.98654531,0.49849897,3,7,0,1559.0063,63.415331,-9.212897,8.1794063,-9.212897
-1558.6127,0.99201436,0.49849897,3,7,0,1558.72,63.825924,-9.3261477,8.477819,-9.3261477
-1560.4641,0.9245027,0.49849897,3,7,0,1561.1735,64.336708,-10.198851,8.5303848,-10.198851
-1560.4818,0.94772449,0.49849897,3,7,0,1563.3972,63.948844,-9.8008911,8.8050885,-9.8008911
-1560.7927,0.99448044,0.49849897,2,3,0,1560.9496,63.977122,-10.05416,8.7963562,-10.05416
-1563.2033,0.86949332,0.49849897,3,7,0,1564.0077,64.883826,-9.8586076,8.5949403,-9.8586076
-1559.3189,1,0.49849897,2,3,0,1562.9756,64.003499,-10.070454,8.3036594,-10.070454
-1558.6617,0.96737625,0.49849897,3,7,0,1560.4974,63.743625,-8.7189321,8.0905267,-8.7189321
-1559.523,0.8818948,0.49849897,2,7,0,1561.958,63.611652,-9.6552138,7.8858622,-9.6552138
-1560.5845,0.92239223,0.49849897,2,3,0,1561.3434,63.859063,-9.3236228,7.7154841,-9.3236228
-1559.1128,0.93530866,0.49849897,3,7,0,1563.9591,63.664312,-9.9340533,8.1588968,-9.9340533
-1558.7876,0.93677625,0.49849897,4,15,0,1560.4007,62.555163,-8.2316237,8.2767067,-8.2316237
-1558.678,0.98008361,0.49849897,2,7,0,1559.6966,62.737019,-8.6766491,8.2098575,-8.6766491
-1558.9427,0.80229483,0.49849897,1,3,0,1561.6781,63.228616,-7.9277728,8.0158375,-7.9277728
-1559.9239,0.96302776,0.49849897,3,7,0,1560.1398,63.153659,-7.5991692,7.940912,-7.5991692
-1560.2649,0.98879167,0.49849897,3,15,0,1561.7525,63.220114,-9.5693852,7.844979,-9.5693852
-1557.8556,1,0.49849897,2,3,0,1560.1473,63.354599,-8.7383425,8.1522669,-8.7383425
-1558.4339,0.94825813,0.49849897,3,7,0,1558.6049,63.792297,-8.9251035,8.3620816,-8.9251035
-1558.4848,0.98878468,0.49849897,1,1,0,1558.5567,63.802757,-8.8946144,8.3595966,-8.8946144
-1558.5012,0.99260659,0.49849897,3,15,0,1559.3212,63.01224,-7.7755642,8.2225939,-7.7755642
-1558.1446,1,0.49849897,3,7,0,1558.5558,63.312791,-9.2490914,8.3329103,-9.2490914
-1558.4263,0.98999777,0.49849897,3,7,0,1558.9031,62.84754,-8.5167932,8.0799277,-8.5167932
-1560.8258,0.86273035,0.49849897,3,7,0,1561.7499,63.333078,-8.6302939,9.0033925,-8.6302939
-1557.9572,0.93344108,0.49849897,3,7,0,1561.6777,63.357806,-8.4327614,8.2164122,-8.4327614
-1557.9253,0.9692413,0.49849897,2,7,0,1558.7473,62.974751,-8.3791912,8.2516238,-8.3791912
-1558.0314,0.99513857,0.49849897,3,7,0,1558.233,63.551754,-9.2674854,8.2263,-9.2674854
-1559.1936,0.84178546,0.49849897,2,7,0,1560.9824,62.583095,-7.8285231,8.0125518,-7.8285231
